alias,preferred_term,alias_type,country_scope,source,confidence
Fagot Heater,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Flame Annealing Machine Setter,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Flame Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Flame Hardening Machine Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Flame Hardening Machine Setter,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Forge Heater,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Furnace Feeder,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Furnace Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Regulator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treat Furnace Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treat Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treat Technician,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treater,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treating Bluer,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treating Furnace Tender,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Heat Treating Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hot Mill Worker,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Induction Heat Treater,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Induction Machine Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Induction Machine Setter,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Aircraft Lay Out Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Bellmaker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Development Mechanic,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Dimensional Inspector,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Duplicator,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hangersmith,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Lay-Out Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Fabricator,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Fitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Inspector,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Man,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Mechanic,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Technician (Layout Tech),source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Layout Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Location and Measurement Technician,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Lay Out Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Marine Fitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Marine Shipfitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Pattern Layout Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Pattern Setter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Plate Fitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Plate Hanger,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Precision Layout Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Propeller Layout Worker,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Ship Erector,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Ship Fitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Shipfitter,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Solid Surface Fabricator,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Surface Fabricator,source_onet_layout_workers_metal_and_plastic,alias,all,open_taxonomy_supported,4
Alodize Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anode Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodic Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodic Treater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodize Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodizer,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodizing Line Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodizing Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Anodizing Technician,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Automatic Metal Spraying Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Barrel Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Black Oxide Coating Equipment Tender,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Bronze Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Browning Processor,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Bullet Lubricating Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Carbon Paper Coating Machine Setter,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Ceramic Coater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Chrome Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Chrome Worker,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Chromium Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coater Associate,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coater Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coating and Baking Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coating Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Component Prep Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Component Runner,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Copper Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Corrosion Prevention Metal Sprayer,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Custom Applicator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electric Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electro Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electroformer,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electrogalvanizing Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electroless Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electrolytic Plating and Coating Machine Setup Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electroplater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electroplating Technician,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electroplating Worker,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Flow Solder Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Galvanizer,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Galvanizing Pot Runner,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gettering Filament Machine Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gold Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hard Chrome Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hot Dip Galvanizer,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Hot Dip Plater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Impregnation Operator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Impregnator,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Jewelry Coater,source_onet_plating_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Card Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Computer Numerical Control Grinding Technician (CNC Grinding Technician),source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Crankshaft Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Cutter Grind Tool Technician,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Cutter Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Cutting Tool Sharpener,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Cylinder Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Deburrer,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Barber,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Fitter,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Polisher,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Reamer,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Sharpener,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Die Trimmer,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
External Tool Grinder Operator,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Filer,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Finish Filer,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Finisher,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Grinder,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Grinder Operator,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Hand Tool Lapper,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
Internal Grinder Set-Up Operator,source_onet_tool_grinders_filers_and_sharpeners,alias,all,open_taxonomy_supported,4
