role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Coal Equipment Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diesel Scoop Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dragline Oiler,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dragline Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Earth Moving Equipment Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Earth Moving Machine Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Earth Moving Technician,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electric Scoop Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electric Shovel Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
End Loader Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equipment Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Excavation Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Excavator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Excavator Backhoe Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Excavator Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Foundation Digger,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Gas Shovel Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Earth Drillers, Except Oil and Gas",source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Auger Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Hole Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Boring Machine Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Churn Drill Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Churn Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Construction Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Construction Well Drill Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Core Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Debris Monitor,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Deep Well Contractor,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diamond Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Directional Drill Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Directional Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Hand,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Rig Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Runner,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Technician,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driller,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Assistant,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Machine Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Machine Runner,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Earth Auger Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Earth Boring Machine Operator,source_onet_earth_drillers_except_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Explosives Workers, Ordnance Handling Experts, and Blasters",source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Aircraft Ordnance Technician,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ammunition and Explosives Handler,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Driller,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Hole Driller,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Setter,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Technician,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blaster,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Clay Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Coal Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Contract Man,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Contract Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Entry Specialist,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Entryman,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Gang Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blasting Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Bomb Technician,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Charge Entry Specialist,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Charge Specialist,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Charger,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coal Shooter,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Company Blasting Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Copper Blasting Miner,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demolition Expert,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demolition Worker,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Demolitionist,source_onet_explosives_workers_ordnance_handling_experts_and_blasters,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Operators,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Bore Miner Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Bulldozer Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Crusher Loader Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Miner Operator (CMO),source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Coal Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Company Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Contract Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Lode Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Miner,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Machine Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Continuous Mining Operator (CMO),source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Crusher Loader Equipment Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Crusher Loader Operator,source_onet_continuous_mining_machine_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
